Date,Temperature_C,Humidity,Wind_Speed,Solar_Radiation,Pressure,Month,Day_of_Year,Quarter,Week_of_Year,Day_of_Week,Is_Weekend,Temp_Humidity_Interaction,Wind_Solar_Interaction,Pressure_Temp_Interaction,Temperature_Squared,Humidity_Squared,Wind_Speed_Sqrt,Temp_MA_7,Temp_MA_30,Energy_MA_7,Temp_Lag_1,Temp_Lag_7,Energy_Lag_1,Season_Encoded,Temp_Category_Encoded,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,TempCat_Cold,TempCat_Cool,TempCat_Moderate,TempCat_Hot
1987-08-14,9.1,69.07242966238472,3.617224756718363,440.92682433540034,1005.8796251379226,8,226,3,33,4,0,628.5591099277009,1594.9314248872188,9153.504588755095,82.80999999999999,4771.000539465084,1.9019003014665,7.5857142857142845,7.116666666666666,1052.9533702580904,7.0,5.3,1130.2308366971213,2,1,False,False,True,False,False,True,False,False
1985-07-07,5.6,79.78594993519795,0.204900019712895,322.6075669399068,1005.1766252893358,7,188,3,27,6,1,446.80131963710846,66.102296825516,5628.98910162028,31.359999999999996,6365.797807061914,0.4526588336848128,7.871428571428571,7.503333333333333,1069.061346414043,4.7,10.4,1260.8799147570123,2,1,False,False,True,False,False,True,False,False
1984-07-21,5.8,60.64588183717023,2.195669010609563,245.02453033604152,1000.5801464005184,7,203,3,29,5,1,351.7461146555873,537.9927680980092,5803.364849123007,33.64,3677.922983808014,1.4817790019464991,5.642857142857143,6.200000000000001,1171.6115726680966,5.2,0.1,1214.3254896205942,2,1,False,False,True,False,False,True,False,False
1984-10-19,9.7,88.42266795090279,0.151384349018732,144.07687657406615,1005.7021251251148,10,293,4,42,4,0,857.699879123757,21.8109841688172,9755.310613713613,94.08999999999999,7818.5682075556115,0.38908141695374243,7.9,9.246666666666668,1137.430486776823,9.4,17.2,1104.018568709388,0,1,True,False,False,False,False,True,False,False
1986-04-26,8.3,69.62075809256153,0.5492726680965122,156.6877820151551,1012.13542579427,4,116,2,17,5,1,577.8522921682608,86.06431608558894,8400.724034092442,68.89000000000001,4847.049957382972,0.7411293194149805,11.62857142857143,12.353333333333332,970.9644153586022,11.5,12.0,938.6389136814284,1,1,False,True,False,False,False,True,False,False
1982-08-10,11.5,58.109586506896335,3.2373626877724084,189.55551825004352,1015.780092848865,8,222,3,32,1,0,668.2602448293078,613.6599620440527,11681.471067761948,132.25,3376.7240440024684,1.7992672641307095,4.971428571428571,5.36,1178.898643194097,6.2,9.1,1193.8121745528697,2,1,False,False,True,False,False,True,False,False
1986-08-01,9.3,57.36554561438752,0.772995029348238,128.91002028036783,1018.6281096995009,8,213,3,31,4,0,533.499574213804,99.6468049099049,9473.241420205359,86.49000000000001,3290.8058236363754,0.8792013588184666,6.785714285714286,7.1433333333333335,1176.2288946766694,9.3,2.5,1025.8268892972199,2,1,False,False,True,False,False,True,False,False
1983-06-19,2.5,52.74596493519146,2.065132067970618,307.62007672831186,995.7797641918538,6,170,2,24,6,1,131.86491233797864,635.2760852032189,2489.4494104796345,6.25,2782.1368169444468,1.4370567379093346,5.242857142857143,7.6,1234.1245231983908,1.5,6.8,1454.5720556536621,2,0,False,False,True,False,True,False,False,False
1983-02-27,20.4,71.88770118842655,1.1719573707747815,280.7506091876652,1016.7493286844768,2,58,1,8,6,1,1466.5091042439014,329.0277457869943,20741.686305163326,416.15999999999997,5167.841582156504,1.0825697994932157,17.657142857142855,16.42,925.1568123719942,19.1,14.2,970.2765015035917,3,3,False,False,False,True,False,False,True,False
1981-06-16,6.1,77.33090239991735,4.173414546591069,48.5938566706257,1020.8361983054083,6,167,2,25,1,0,471.7185046394958,202.80230830415073,6227.10080966299,37.209999999999994,5980.068465985542,2.0428936699180085,8.785714285714286,8.41,1149.05381516108,9.2,4.6,1164.2144659359897,2,1,False,False,True,False,False,True,False,False
1981-01-10,20.0,73.13840065378947,1.4290293308268887,161.38681264522384,1020.7254181905132,1,10,1,2,5,1,1462.7680130757894,230.6264888786887,20414.508363810266,400.0,5349.225650194233,1.1954201482436577,17.314285714285713,17.86,1009.0465005911917,21.8,18.8,957.984422557055,3,3,False,False,False,True,False,False,True,False
1990-10-19,10.9,52.52067623758323,2.262088898568182,436.05064903490637,1018.0606413789305,10,292,4,42,4,0,572.4753709896572,986.3853323953123,11096.860991030344,118.81,2758.42143245304,1.5040242347010842,11.185714285714287,10.336666666666668,974.8693750357315,11.3,10.3,1062.9372336753231,0,1,True,False,False,False,False,True,False,False
1983-05-07,11.6,52.51466640343657,0.799103063543024,40.368727943519055,1020.4481104919676,5,127,2,18,5,1,609.1701302798642,32.25877417100095,11837.198081706823,134.56,2757.79018746423,0.8939256476592581,12.642857142857142,11.256666666666666,989.4449454749576,13.0,12.0,802.9796593352315,1,1,False,True,False,False,False,True,False,False
1989-12-03,13.7,51.78397495008062,2.1213497372983627,143.44619607678862,1014.5637719199261,12,337,4,48,6,1,709.4404568161044,304.299550363945,13899.523675302988,187.68999999999997,2681.580061630577,1.4564854057965575,15.857142857142858,13.6,960.6904316930774,18.3,12.9,1032.855897896207,3,1,False,False,False,True,False,True,False,False
1985-05-24,7.3,53.0121199002462,0.9136912607908595,153.59650246570828,1008.1346096544369,5,144,2,21,4,0,386.98847527179726,140.33978199095935,7359.382650477389,53.29,2810.284856318079,0.9558719897511693,7.542857142857144,9.566666666666666,1083.2733895545282,9.5,4.5,912.3864069396942,1,1,False,True,False,False,False,True,False,False
1985-11-20,13.2,76.40083945534404,4.132831380741243,184.26608666268044,1004.8164753791493,11,324,4,47,2,0,1008.4910808105412,761.5406653659112,13263.577475004771,174.23999999999998,5837.088269481254,2.0329366396278177,12.757142857142856,12.243333333333334,957.1474064130971,11.3,15.5,958.4758364175103,0,1,True,False,False,False,False,True,False,False
1986-04-06,10.5,35.310502844363185,0.4177414212591092,228.9821377585123,1013.8091522552712,4,96,2,14,6,1,370.76027986581346,95.65532367019006,10644.996098680347,110.25,1246.8316111217805,0.6463291895459381,13.342857142857143,14.016666666666664,896.3797785692766,13.8,16.7,956.6627653499031,1,1,False,True,False,False,False,True,False,False
1983-11-17,5.7,55.61655947735706,3.8056425101974076,192.1449706372263,1005.9176368083531,11,321,4,46,3,0,317.01438902093525,731.235068377661,5733.730529807613,32.49,3093.201688098395,1.9508056054352028,10.271428571428572,10.753333333333334,996.6051886216763,8.7,7.7,1005.9030588707191,0,1,True,False,False,False,False,True,False,False
1985-04-02,11.9,61.94489374734551,1.9661499186866565,67.52182989976784,1016.4076767572744,4,92,2,14,1,0,737.1442355934116,132.7580403670028,12095.251353411566,141.61,3837.169861369925,1.4021946793104931,14.042857142857144,15.866666666666667,1025.1394795193978,16.4,12.2,1005.1110903226436,1,1,False,True,False,False,False,True,False,False
1987-02-09,11.9,80.11270534755383,0.14887679385501973,222.85189617123075,1021.7763147126027,2,40,1,7,0,0,953.3411936358906,33.17747580648458,12159.138145079973,141.61,6418.04555810398,0.3858455569979,13.4,13.146666666666668,964.6112069144003,16.4,12.8,741.8886535638821,3,1,False,False,False,True,False,True,False,False
1981-03-02,18.6,57.81238643232065,0.6309542864520044,9.577334981439387,1015.5453258978764,3,61,1,10,0,0,1075.3103876411642,6.042860559325909,18889.143061700503,345.96000000000004,3342.272024999973,0.7943263098072506,17.842857142857145,17.71333333333333,970.9195905005397,17.8,14.4,988.589846410244,1,3,False,True,False,False,False,False,True,False
1990-12-30,15.7,76.74310602422858,1.8908977202963462,172.61799134362917,994.579662542144,12,364,4,52,6,1,1204.8667645803887,326.40296631380284,15614.90070191166,246.48999999999998,5889.504322245989,1.3750991674407873,13.471428571428573,14.413333333333334,897.7392747654885,13.5,13.9,1029.7591968816093,3,3,False,False,False,True,False,False,True,False
1986-04-04,18.0,62.47784272122816,1.2321572951949953,59.20527375284335,1016.9437384539244,4,94,2,14,4,0,1124.6011689821069,72.95020996858271,18304.98729217064,324.0,3903.4808310985222,1.1100258083463623,13.928571428571429,14.433333333333334,929.9588640790535,15.0,12.8,938.671094285285,1,3,False,True,False,False,False,False,True,False
1987-09-27,19.2,72.08003406378911,2.6810786287416466,144.5206618764833,990.0630274977244,9,270,3,39,6,1,1383.9366540247509,387.471257968637,19009.210127956307,368.64,5195.531310636999,1.6373999599186653,12.200000000000001,9.129999999999999,1064.2416334752359,14.9,7.8,933.7054169188712,0,3,True,False,False,False,False,False,True,False
1983-04-12,11.1,51.220220802737025,0.545591573021044,659.8725527744679,1019.7289486629915,4,102,2,15,1,0,568.544450910381,360.0209040616338,11318.991330159204,123.21,2623.5110190811347,0.738641708151553,10.057142857142859,12.346666666666666,997.8753289913492,15.5,10.7,839.2413315747541,1,1,False,True,False,False,False,True,False,False
1989-12-10,18.7,82.59135267901168,4.37525904099726,56.83272779325394,1006.7638960939436,12,344,4,49,6,1,1544.4582950975182,248.65790610197053,18826.484856956744,349.69,6821.3315373488895,2.091711988060799,14.757142857142854,14.319999999999999,1030.6108782198532,14.1,13.7,1024.791856619011,3,3,False,False,False,True,False,False,True,False
1984-10-28,10.7,44.793105657054554,0.2842118843814916,108.08389564863032,1026.9554158007804,10,302,4,43,6,1,479.2862305304837,30.71872765358972,10988.42294906835,114.48999999999998,2006.4223144040527,0.5331152636920946,11.742857142857144,10.313333333333333,957.6059013736005,13.5,6.5,816.9126729514302,0,1,True,False,False,False,False,True,False,False
1989-08-17,6.6,63.34001947164006,0.21727875874509914,601.470148804239,1009.1793851264529,8,229,3,33,3,0,418.0441285128244,130.6866873544151,6660.583941834589,43.559999999999995,4011.958066667742,0.46613169678224964,6.257142857142857,6.613333333333332,1122.6570107251894,6.7,10.5,1143.3352771167283,2,1,False,False,True,False,False,True,False,False
1987-04-12,17.7,79.68287076172693,7.62016909182269,518.4286681279958,1012.7131834136269,4,102,2,15,6,1,1410.3868124825667,3950.5141131837563,17925.023346421196,313.28999999999996,6349.359892830077,2.760465375950709,14.214285714285714,13.263333333333332,993.4671413186641,14.0,14.9,874.9519909530907,1,3,False,True,False,False,False,False,True,False
1985-06-04,5.9,62.29280129614062,0.9518932456605513,220.88902916585135,1025.6642703762689,6,155,2,23,1,0,367.52752764722965,210.26277490349042,6051.419195219986,34.81,3880.3930933204583,0.9756501656129369,7.885714285714285,8.68,1098.0388348366348,4.4,11.2,1313.634578100181,2,1,False,False,True,False,False,True,False,False
1985-05-22,5.5,85.62314628722277,2.456724502709987,42.35073010789044,1017.6761627994424,5,142,2,21,2,0,470.9273045797252,104.04407636371201,5597.2188953969335,30.25,7331.3231801231495,1.5673941759206542,6.8999999999999995,9.523333333333335,1122.3250685979795,8.5,10.8,850.4706301211128,1,1,False,True,False,False,False,True,False,False
1983-02-18,13.6,63.88349856349931,1.0033333599369643,357.30947022351876,1003.5685372202249,2,49,1,7,4,0,868.8155804635905,358.50051129665974,13648.532106195058,184.95999999999998,4081.1013887126182,1.0016652933674823,15.714285714285714,15.360000000000001,914.8869065651722,16.8,16.8,929.8268899219745,3,1,False,False,False,True,False,True,False,False
1986-02-20,14.0,85.93525716184934,0.27998301502836537,128.83918943827746,1000.0701864776481,2,51,1,8,3,0,1203.0936002658907,36.07278471273965,14000.982610687073,196.0,7384.868423473177,0.5291342126798884,16.67142857142857,14.596666666666668,911.9964639541312,13.8,14.2,981.566393961534,3,1,False,False,False,True,False,True,False,False
1983-12-29,16.1,75.9144431545547,1.2061865284386637,138.29063770041154,1011.3709084371402,12,363,4,52,3,0,1222.222534788331,166.8043042034284,16283.071625837958,259.21000000000004,5763.002679466117,1.0982652359237561,14.87142857142857,14.183333333333334,959.7420550060586,11.1,12.2,831.2361209380394,3,3,False,False,False,True,False,False,True,False
1987-11-02,23.0,77.19807780121965,4.773753515726689,99.3387654761512,1013.91491426401,11,306,4,45,0,0,1775.555789428052,474.21878093972583,23320.04302807223,529.0,5959.543216203163,2.1848921061980815,14.357142857142858,11.01,935.1782226970781,19.0,9.8,773.1478781064102,0,3,True,False,False,False,False,False,True,False
1984-08-25,9.0,61.79835693604688,3.1220885105972234,342.4537003044353,1014.8280396417013,8,238,3,34,5,1,556.1852124244219,1069.1707631319823,9133.452356775311,81.0,3819.0369199950533,1.7669432675095211,8.214285714285714,8.876666666666665,1077.1952464504388,6.7,7.7,1254.367054417413,2,1,False,False,True,False,False,True,False,False
1985-01-11,14.5,82.94947229968477,1.0857783449466993,342.8237810814852,1018.1891504284564,1,11,1,2,4,0,1202.7673483454291,372.2306376310246,14763.742681212618,210.25,6880.614954796171,1.0420068833490013,13.37142857142857,13.259999999999998,952.0447796562446,13.7,12.7,1096.824412977624,3,1,False,False,False,True,False,True,False,False
1983-03-25,10.0,67.94832164767362,0.1324819892575126,251.6974506189626,1023.8666082785098,3,84,1,12,4,0,679.4832164767363,33.34537894904471,10238.666082785097,100.0,4616.974414735712,0.3639807539658005,14.842857142857143,16.933333333333334,952.7849794613837,12.7,15.2,901.4487171195544,1,1,False,True,False,False,False,True,False,False
1987-02-28,15.0,62.163194138344494,1.7258416747866183,183.40555669249497,1007.1917935317223,2,59,1,9,5,1,932.4479120751674,316.52895312734756,15107.876902975835,225.0,3864.262705481507,1.3137129346956353,11.728571428571428,13.883333333333331,1009.5110014875271,13.2,13.4,712.9074713551025,3,1,False,False,False,True,False,True,False,False
1987-11-13,13.0,95.0,0.14613233578478826,237.8605114941359,1007.925648871633,11,317,4,46,4,0,1235.0,34.75911213560256,13103.03343533123,169.0,9025.0,0.3822725935569908,11.985714285714284,12.233333333333333,980.0378419997561,11.4,12.1,928.3278161669134,0,1,True,False,False,False,False,True,False,False
1986-10-18,14.7,57.30179650292622,1.6563966592198696,131.46217680150144,1027.8894506011634,10,291,4,42,5,1,842.3364085930154,217.75351046777882,15109.9749238371,216.08999999999997,3283.495882462768,1.287010745572806,10.314285714285715,9.506666666666666,1016.4671590363288,8.4,6.4,1184.8165071503774,0,1,True,False,False,False,False,True,False,False
1988-03-25,16.2,70.96890574920214,1.1757012546153878,285.54414853863983,1014.2631101380136,3,85,1,12,4,0,1149.6962731370745,335.7146136849615,16431.06238423582,262.44,5036.585583239136,1.0842975858201418,14.685714285714285,14.543333333333333,935.5593148538763,13.9,15.3,781.021292967062,1,3,False,True,False,False,False,False,True,False
1990-10-27,14.4,66.06880624866339,2.1817294843269184,102.0981184494402,1013.2758635162355,10,300,4,43,5,1,951.3908099807529,222.75047531544578,14591.172434633792,207.36,4365.087159123423,1.4770678672041169,11.785714285714286,10.66,969.0905127613283,13.3,6.4,846.0863330731336,0,1,True,False,False,False,False,True,False,False
1983-08-29,8.3,66.92156622366184,0.7469241733004863,308.5088743946383,1005.1397172559676,8,241,3,35,0,0,555.4489996563933,230.4327359630788,8342.659653224531,68.89000000000001,4478.496025827957,0.8642477499539621,8.9,8.623333333333333,1033.9628260454049,6.7,11.1,780.0572061912646,2,1,False,False,True,False,False,True,False,False
1982-02-10,13.5,74.34274898521248,1.4998074724053108,576.3049264382157,994.0973980331283,2,41,1,6,2,0,1003.6271113003685,864.3464350560289,13420.314873447232,182.25,5526.8443266783115,1.224666269807947,16.385714285714286,16.826666666666668,880.9345328552752,17.2,14.8,746.9286803160629,3,1,False,False,False,True,False,True,False,False
1990-05-14,10.2,45.610619792716065,0.8507314988758468,326.9803159742207,1021.6466276786067,5,134,2,20,0,0,465.22832188570385,278.17245431164673,10420.795602321788,104.03999999999999,2080.3286378757025,0.922351071380007,9.957142857142857,11.640000000000002,995.4820738985301,11.1,7.0,918.1433549466683,1,1,False,True,False,False,False,True,False,False
1982-12-13,18.7,63.549303321944116,0.7609318095535617,142.9004538249043,1012.7020002380518,12,347,4,50,0,0,1188.371972120355,108.73750091500962,18937.527404451568,349.69,4038.5139527044576,0.8723140544285422,13.185714285714285,12.856666666666667,993.2513415738098,12.6,13.0,993.3645125920041,3,3,False,False,False,True,False,False,True,False
1982-03-15,19.2,39.44926340967268,1.63366553158371,384.24505927433216,1007.0490125895217,3,74,1,11,0,0,757.4258574657155,627.727909017816,19335.341041718817,368.64,1556.24438356574,1.2781492602915006,13.357142857142858,15.21,953.2781089965575,17.2,19.1,872.6161826125491,1,3,False,True,False,False,False,False,True,False
1981-10-27,13.2,74.44443262885419,0.8274688570439317,28.39170306201496,995.8285989693246,10,300,4,44,1,0,982.6665107008752,23.493250082256218,13144.937506395085,174.23999999999998,5541.97354943201,0.909653152055184,10.228571428571428,9.996666666666668,1039.8224614779606,9.7,11.2,983.267126496096,0,1,True,False,False,False,False,True,False,False
1990-06-10,10.3,47.88487235370893,0.029935159913430067,108.76563500273353,1002.5142753175176,6,161,2,23,6,1,493.214185243202,3.255916676892595,10325.897035770431,106.09000000000002,2292.9610003309976,0.17301780230204655,8.057142857142859,8.623333333333333,1088.371237680024,7.8,8.4,983.3275125536692,2,1,False,False,True,False,False,True,False,False
1981-06-02,10.6,54.79962917632264,0.5351169586353369,167.80382623659992,1015.3111327104951,6,153,2,23,1,0,580.8760692690199,89.7946731431019,10762.298006731247,112.36,3002.9993578624717,0.731516888824405,11.485714285714284,9.396666666666668,970.1807832939543,11.6,12.6,860.1061901305736,2,1,False,False,True,False,False,True,False,False
1986-08-04,10.0,54.579303033664125,1.6985908428983458,253.8933758588135,1030.0,8,216,3,32,0,0,545.7930303366412,431.26096330632856,10300.0,100.0,2978.900319640538,1.3032999819298494,8.828571428571427,7.083333333333333,1035.28241688377,8.5,6.2,947.6344899083855,2,1,False,False,True,False,False,True,False,False
1989-11-22,15.5,76.57880232255013,7.234585020164643,130.54265620542608,1009.5515396641244,11,326,4,47,2,0,1186.971435999527,944.4219450762786,15648.04886479393,240.25,5864.312965156209,2.6897183904945594,13.385714285714286,11.426666666666668,1029.5742636933126,13.2,13.2,1008.3116060768095,0,3,True,False,False,False,False,False,True,False
1984-03-18,13.8,66.56301655927814,6.730616420060824,128.14709038602712,1030.0,3,78,1,11,6,1,918.5696285180384,862.5089107352127,14214.0,190.44000000000003,4430.635173470736,2.594343157730069,13.12857142857143,13.723333333333333,967.1577103640171,14.2,11.4,1097.7399130379647,1,1,False,True,False,False,False,True,False,False
1986-08-21,6.6,78.11583771069091,0.5839188502447866,105.6272909794266,1024.8916001284476,8,233,3,34,3,0,515.56452889056,61.6777663031783,6764.284560847754,43.559999999999995,6102.084101243,0.7641458304831523,8.242857142857142,6.8133333333333335,957.2376475975851,9.2,5.3,810.240959461651,2,1,False,False,True,False,False,True,False,False
1988-08-28,8.8,52.27357048713778,1.5679207237447101,78.25042366210664,1008.3940652967327,8,241,3,34,6,1,460.00742028681253,122.69046090162044,8873.867774611248,77.44000000000001,2732.526171473762,1.252166412161223,8.128571428571428,8.586666666666668,1022.9550795102924,6.7,7.9,1066.3300174326137,2,1,False,False,True,False,False,True,False,False
1981-12-13,9.7,43.27873487754014,6.838999121050817,209.9351520930454,1007.6248972915496,12,347,4,50,6,1,419.8037283121393,1435.746320642007,9773.961503728031,94.08999999999999,1873.0488926004093,2.6151480113085026,13.57142857142857,12.72,929.1713303567423,17.2,15.0,999.1035178076585,3,1,False,False,False,True,False,True,False,False
1987-01-24,11.5,58.218645007503795,5.014832941704959,193.00625240920718,1030.0,1,24,1,4,5,1,669.5144175862937,967.8941125367141,11845.0,132.25,3389.4106265097466,2.2393822678821405,12.057142857142859,13.446666666666665,1012.2287655403231,12.4,15.0,1090.6144961627567,3,1,False,False,False,True,False,True,False,False
1981-09-30,12.4,82.4474562823244,1.88225711294866,472.3534780591927,1016.8254082049507,9,273,3,40,2,0,1022.3484579008225,889.0906939029543,12608.635061741388,153.76000000000002,6797.583047425793,1.3719537575839282,9.528571428571428,10.143333333333334,997.4781495495847,11.4,10.5,878.8243357515265,0,1,True,False,False,False,False,True,False,False
1989-07-12,7.1,60.48710379288761,0.001579645842481071,268.97931546268865,1003.7093505910638,7,193,3,28,2,0,429.458436929502,0.42489205738404057,7126.336389196552,50.41,3658.6897252515587,0.0397447586793664,7.642857142857143,6.813333333333333,1018.163877130146,8.5,5.3,900.2119002722416,2,1,False,False,True,False,False,True,False,False
1985-11-15,10.0,58.5604666322411,1.161792130028278,206.05363333600502,1022.1303598464626,11,319,4,46,4,0,585.604666322411,239.3914895735031,10221.303598464627,100.0,3429.3282521858237,1.0778646158160485,14.785714285714286,11.953333333333335,912.4851158341213,21.0,13.3,969.0328977240777,0,1,True,False,False,False,False,True,False,False
1981-10-06,13.2,66.04703127485028,0.1880928585793354,394.939249811973,1015.3142546831231,10,279,4,41,1,0,871.8208128280237,74.28525246231224,13402.148161817224,174.23999999999998,4362.210340221051,0.4336967357259395,10.557142857142859,10.403333333333334,1032.4811508371479,11.4,11.4,946.3557324405177,0,1,True,False,False,False,False,True,False,False
1982-12-05,11.9,43.873080554546604,13.439128323047543,182.31286090075292,1021.5236313480036,12,339,4,48,6,1,522.0896585991046,2450.1259325871356,12156.131213041243,141.61,1924.8471973457354,3.665941669346028,12.714285714285714,12.69,927.4365999276484,11.0,12.2,1025.7349657078032,3,1,False,False,False,True,False,True,False,False
1990-11-27,8.8,76.01956318188995,1.5882413210447586,82.4764145208644,1000.051343483738,11,331,4,48,1,0,668.9721560006316,130.99244955365276,8800.451822656896,77.44000000000001,5778.973986365358,1.2602544667823077,11.928571428571429,12.696666666666667,992.4816073025279,12.9,8.3,992.3538700666921,0,1,True,False,False,False,False,True,False,False
1981-09-09,11.7,78.76792920582164,0.2837463837159826,63.44778075651889,1008.8789605002676,9,252,3,37,2,0,921.5847717081132,18.003078344466743,11803.883837853129,136.89,6204.3866713733305,0.5326784993933795,10.414285714285715,8.153333333333334,965.2972785835682,14.6,10.3,764.335634506173,0,1,True,False,False,False,False,True,False,False
1990-05-19,9.4,71.27308633831959,2.4419889367714163,300.37205449079727,1021.7841297950765,5,139,2,20,5,1,669.9670115802041,733.5052339818279,9604.77082007372,88.36000000000001,5079.852836189558,1.5626864486426624,10.228571428571428,11.403333333333332,949.0483175238335,9.1,12.3,1120.2750048955004,1,1,False,True,False,False,False,True,False,False
1982-04-29,10.0,68.05195453800835,0.8082121405602336,144.01285647823656,1009.4895174252778,4,119,2,17,3,0,680.5195453800834,116.39293900246928,10094.895174252777,100.0,4631.068516443154,0.8990061960633161,10.700000000000001,11.45,1072.1992684978516,8.7,9.1,1013.4482986460849,1,1,False,True,False,False,False,True,False,False
1986-08-03,8.5,38.46386142666323,0.7024560835871664,82.46462922746971,1018.6430135114191,8,215,3,31,6,1,326.94282212663745,57.92778048159615,8658.465614847062,72.25,1479.4686358495514,0.838126531967081,8.285714285714286,7.036666666666667,1095.0253696196387,9.5,5.4,928.9713764472126,2,1,False,False,True,False,False,True,False,False
1989-06-30,8.0,54.39661148018977,1.615134480300274,232.74562223910175,995.6608760302303,6,181,2,26,4,0,435.17289184151815,375.9154796173155,7965.287008241842,64.0,2958.9913405267134,1.2708794121789344,3.4857142857142853,6.56,1244.1924641988462,2.4,4.7,1156.0689929248,2,1,False,False,True,False,False,True,False,False
1990-03-18,15.1,39.689834793339344,0.47399487884769226,173.8952394730409,1002.9800018182407,3,77,1,11,6,1,599.316505379424,82.42545296621445,15144.998027455435,228.01,1575.2829859225703,0.6884728599209211,12.228571428571428,15.406666666666666,896.5075327273462,11.6,15.0,853.9102660092062,1,3,False,True,False,False,False,False,True,False
1983-04-01,12.5,57.24067324849442,1.2335913563939878,617.8130225878742,1007.6241594481204,4,91,2,13,4,0,715.5084156061802,762.1288045320451,12595.301993101504,156.25,3276.4946739409042,1.1106715789980348,12.071428571428571,15.323333333333334,971.5096419812137,13.4,10.0,1068.2776525496947,1,1,False,True,False,False,False,True,False,False
1986-04-07,11.8,76.218653841763,3.2691713044455635,141.63534272265915,1011.3179470936789,4,97,2,15,0,0,899.3801153328035,463.03019812423,11933.551775705411,139.24,5809.283193450494,1.8080849826392462,12.799999999999999,13.993333333333332,944.5517610113259,10.5,15.6,853.7376266266538,1,1,False,True,False,False,False,True,False,False
1989-06-09,7.9,61.27207072888326,0.6494070861006341,191.36387848742925,1015.8398781971255,6,160,2,23,4,0,484.04935875817773,124.27305871343725,8025.135037757292,62.410000000000004,3754.2666514052726,0.8058579813469828,7.514285714285714,8.993333333333334,1174.5841164159513,10.3,1.4,1087.5369246817215,2,1,False,False,True,False,False,True,False,False
1990-11-02,11.8,81.02569000541024,0.38234630894217964,800.0,1013.1398811588771,11,306,4,44,4,0,956.1031420638409,305.8770471537437,11955.05059767475,139.24,6565.162440852837,0.6183415795029311,14.757142857142856,11.573333333333332,916.9578664817653,15.4,13.3,997.1539566144216,0,1,True,False,False,False,False,True,False,False
1985-12-18,12.7,67.20189517978324,5.669913308308382,187.5799639208481,1013.9870396841534,12,352,4,51,2,0,853.4640687832471,1063.5621338068227,12877.635403988746,161.29,4516.094715754573,2.381157976344363,13.328571428571427,13.913333333333332,939.0457581551824,12.1,15.8,864.0423610967403,3,1,False,False,False,True,False,True,False,False
1988-03-30,18.2,48.655504439864174,3.2786725873797433,404.09487379059436,1017.7733145642319,3,90,1,13,2,0,885.530180805528,1324.8947853978989,18523.47432506902,331.23999999999995,2367.3581122976425,1.810710520038955,16.34285714285714,14.703333333333335,846.1224405980372,17.5,14.4,781.8804072724138,1,3,False,True,False,False,False,False,True,False
1981-09-15,10.9,54.38495801571829,2.3819806292228454,460.13816845139735,1015.7908968505734,9,258,3,38,1,0,592.7960423713293,1096.0402040173071,11072.12077567125,118.81,2957.723658371441,1.5433666541761375,10.22857142857143,8.67,976.0814739117992,7.3,14.6,1126.6670066599931,0,1,True,False,False,False,False,True,False,False
1982-07-07,7.8,82.5167309248971,0.042465979806594556,259.6262150605872,1019.3512709375077,7,188,3,27,2,0,643.6305012141974,11.025281606025471,7950.93991331256,60.839999999999996,6809.01088253187,0.20607275367353772,4.357142857142857,5.760000000000001,1280.2727063265065,7.0,9.0,1045.4010782465384,2,1,False,False,True,False,False,True,False,False
1983-01-16,12.7,54.11384280269802,9.268203510460674,67.13737249334969,994.8555263273745,1,16,1,2,6,1,687.2458035942648,622.2428314259695,12634.665184357655,161.29,2928.307982875112,3.044372432942572,11.471428571428572,13.636666666666665,915.6475613718163,12.7,15.5,1071.9067669128826,3,1,False,False,False,True,False,True,False,False
1981-11-14,9.5,60.34599865109816,1.683087814326118,40.28138062214139,999.9400009426477,11,318,4,46,5,1,573.2869871854325,67.7971008693584,9499.430008955153,90.25,3641.6395531983403,1.2973387430914558,11.385714285714286,10.756666666666666,1016.7040645040464,9.7,7.6,977.1971960175556,0,1,True,False,False,False,False,True,False,False
1984-02-13,13.6,73.96100104774787,1.151670929650264,86.3672377919521,1016.1772173501294,2,44,1,7,0,0,1005.869614249371,99.4666370391829,13820.01015596176,184.95999999999998,5470.229675984961,1.0731593216527842,15.771428571428572,14.183333333333334,1022.5542669507564,16.6,15.5,979.1348306196983,3,1,False,False,False,True,False,True,False,False
1984-12-27,12.0,76.30012431656799,0.7805970604596106,145.5298607634465,1001.0627375572424,12,362,4,52,3,0,915.6014917988159,113.60018152104276,12012.75285068691,144.0,5821.708970723729,0.8835140408955653,13.257142857142856,12.270000000000001,990.2265722578317,12.2,10.4,883.0185501231423,3,1,False,False,False,True,False,True,False,False
1990-09-07,7.5,95.0,3.1702017620242358,126.23920270894335,1011.70483076937,9,250,3,36,4,0,712.5,400.2037428644269,7587.786230770275,56.25,9025.0,1.780506040996277,8.557142857142859,7.896666666666666,1086.1241133951232,10.3,7.9,870.3041625804738,0,1,True,False,False,False,False,True,False,False
1981-01-23,14.4,66.01292307031886,3.911002356289164,133.0134037329515,995.2146473080545,1,23,1,4,4,0,950.5860922125917,520.2157354176152,14331.090921235986,207.36,4357.7060122878365,1.9776254337687822,17.614285714285714,18.056521739130435,931.9653820260479,12.1,20.7,789.5194204079386,3,1,False,False,False,True,False,True,False,False
