Date,Temperature,Temperature_C,Humidity,Wind_Speed,Solar_Radiation,Pressure,Energy_Consumption,Month,Day_of_Year,Quarter,Year,Week_of_Year,Day_of_Week,Is_Weekend,Season,Temp_Category,Temp_Humidity_Interaction,Wind_Solar_Interaction,Pressure_Temp_Interaction,Temperature_Squared,Humidity_Squared,Wind_Speed_Sqrt,Temp_MA_7,Temp_MA_30,Energy_MA_7,Temp_Lag_1,Temp_Lag_7,Energy_Lag_1
1985-09-10,12.8,12.8,32.409956809789456,1.5447906191809193,137.48087950312419,1025.8284755304603,801.7098030871073,9,253,3,1985,37,1,0,Autumn,Cool,414.8474471653051,212.37917297316858,13130.604486789893,163.84000000000003,1050.405300412418,1.242896061294314,8.557142857142859,7.933333333333334,1041.4737381630707,9.9,8.5,892.4491446777295
1985-09-11,10.9,10.9,77.71132515725633,1.4214250405054087,203.19586682151072,1010.5529834327143,1081.7676189186973,9,254,3,1985,37,2,0,Autumn,Cool,847.0534442140939,288.8276932272975,11015.027519416586,118.81,6039.05005769682,1.1922353125559604,8.985714285714286,8.110000000000001,1062.9534513961148,12.8,7.9,801.7098030871073
1985-09-12,11.7,11.7,56.97007721069116,0.5571130885180214,175.02661391908086,1013.726442130433,943.6848993594045,9,255,3,1985,37,3,0,Autumn,Cool,666.5499033650865,97.50961745331045,11860.599372926066,136.89,3245.589697392112,0.7464000860919172,9.514285714285716,8.276666666666667,1029.074002248325,10.9,8.0,1081.7676189186973
1985-09-13,11.7,11.7,63.64200076543759,2.731029376536591,240.2212168184681,1028.1939459694133,913.9097788389251,9,256,3,1985,37,4,0,Autumn,Cool,744.6114089556197,656.0511999986022,12029.869167842135,136.89,4050.3042614279584,1.652582638338123,9.785714285714286,8.386666666666667,1012.1631222411269,11.7,9.8,943.6848993594045
1985-09-14,11.0,11.0,69.97970495853522,0.3684144569720761,162.9740706327318,1010.7167810864555,1007.8703548635966,9,257,3,1985,37,5,1,Autumn,Cool,769.7767545438875,60.04200373268666,11117.884591951011,121.0,4897.159106083639,0.6069715454385618,10.4,8.386666666666667,1007.2018431430639,11.7,6.7,913.9097788389251
1985-09-15,8.2,8.2,67.857495196686,0.42128094235850155,357.83781463379165,996.6347682360024,960.2605327716642,9,258,3,1985,37,6,1,Autumn,Cool,556.4314606128252,150.75025176043056,8172.405099535219,67.24,4604.639654368264,0.6490615859519816,10.885714285714286,8.38,943.0931617881607,11.0,4.8,1007.8703548635966
1985-09-16,7.5,7.5,75.6417772570856,1.2350116913666331,270.2337525368248,1026.6840801855867,1161.1504567325721,9,259,3,1985,38,0,0,Autumn,Cool,567.313329428142,333.7418437848562,7700.1306013919,56.25,5721.678466610551,1.1113107987267257,10.542857142857143,8.336666666666666,981.479063510281,8.2,9.9,960.2605327716642
1985-09-17,5.4,5.4,58.46770444145235,0.674528714445267,227.02357895299073,1023.1559480975111,1068.6041035290061,9,260,3,1985,38,1,0,Autumn,Cool,315.7256039838427,153.1339228599244,5525.0421197265605,29.160000000000004,3418.4724626530265,0.8212969709217652,9.485714285714284,8.23,1019.6068207162667,7.5,12.8,1161.1504567325721
1985-09-18,7.2,7.2,72.69658697264124,0.568610178389107,398.2762603563239,990.8333448398649,952.4920267732562,9,261,3,1985,38,2,0,Autumn,Cool,523.415426203017,226.46393544935577,7134.000082847027,51.84,5284.793757470792,0.754062449926468,8.957142857142857,8.193333333333333,1001.1388789812036,5.4,10.9,1068.6041035290061
1985-09-19,9.7,9.7,61.106799836241244,2.0726142698923598,398.2467418450407,1011.6981481151784,800.3370702375908,9,262,3,1985,38,3,0,Autumn,Cool,592.73595841154,825.4118800861701,9813.472036717229,94.08999999999999,3734.040986226453,1.4396576919158108,8.671428571428573,8.383333333333333,980.6606176780873,7.2,11.7,952.4920267732562
1985-09-20,8.4,8.4,76.08215721331254,2.105204801595098,184.73401778428854,1012.7783731536914,1128.019537820022,9,263,3,1985,38,4,0,Autumn,Cool,639.0901205918253,388.90294125743844,8507.338334491009,70.56,5788.4946462312055,1.450932390428685,8.2,8.543333333333333,1011.2477261039583,9.7,11.7,800.3370702375908
1985-09-21,9.0,9.0,74.23051226019581,3.480427009247818,125.978855478925,1026.6865078689991,1100.4163610238,9,264,3,1985,38,5,1,Autumn,Cool,668.0746103417623,438.460211202978,9240.178570820992,81.0,5510.16895041108,1.8655902575988699,7.914285714285714,8.653333333333334,1024.4685841268445,8.4,11.0,1128.019537820022
1985-09-22,8.7,8.7,50.96841946933107,1.0815684250969353,197.72760691624947,1012.8561831849039,1031.9049706113385,9,265,3,1985,38,6,1,Autumn,Cool,443.42524938318024,213.85593641059384,8811.848793708663,75.68999999999998,2597.7797832016863,1.039984819647352,7.985714285714287,8.59,1034.7035038182264,9.0,8.2,1100.4163610238
1985-09-23,6.6,6.6,81.28973174262549,0.15178701891825902,152.4283751096044,1014.6591817109604,1293.492038418983,9,266,3,1985,39,0,0,Autumn,Cool,536.5122295013282,23.136648656441004,6696.750599292338,43.559999999999995,6608.020486788015,0.3895985355699621,7.857142857142857,8.580000000000002,1053.6094440591423,8.7,7.5,1031.9049706113385
1985-09-24,11.6,11.6,56.96054832328928,0.6394916896100027,121.99366410605026,1014.9698604998941,954.0554775569092,9,267,3,1985,39,1,0,Autumn,Cool,660.7423605501556,78.01393438089322,11773.650381798772,134.56,3244.5040652897733,0.7996822429002677,8.742857142857142,8.633333333333333,1037.245354634557,6.6,5.4,1293.492038418983
1985-09-25,13.1,13.1,77.12086697421718,7.8245924051678735,192.0078507400011,1008.3390959576489,949.5553764749284,9,268,3,1985,39,2,0,Autumn,Cool,1010.283357362245,1502.3831706328192,13209.242157045199,171.60999999999999,5947.628122854902,2.79724729067129,9.585714285714285,8.743333333333334,1036.8258331633674,11.6,7.2,954.0554775569092
1985-09-26,6.7,6.7,70.50930970102011,1.8139612872745312,222.00931627047552,1025.9723035351178,1229.041116639037,9,269,3,1985,39,3,0,Autumn,Cool,472.4123749968348,402.7163051289303,6874.01443368529,44.89,4971.562754514369,1.346833800910317,9.157142857142857,8.726666666666667,1098.0692683635739,13.1,9.7,949.5553764749284
1985-09-27,6.5,6.5,92.57275515192684,2.4739363251690256,261.178038264544,1005.0773201403629,1288.3507761787616,9,270,3,1985,39,4,0,Autumn,Cool,601.7229084875245,646.1378361990411,6533.002580912359,42.25,8569.714996418597,1.5728751778730012,8.885714285714286,8.593333333333334,1120.973730986251,6.7,8.4,1229.041116639037
1985-09-28,7.7,7.7,61.64801026442222,0.014770063938851203,441.19323947881634,1008.1455186601983,938.0027934758915,9,271,3,1985,39,5,1,Autumn,Cool,474.6896790360511,6.516452356491008,7762.720493683527,59.290000000000006,3800.477169562307,0.12153215187287356,8.7,8.729999999999999,1097.7717927651213,6.5,9.0,1288.3507761787616
1985-09-29,8.7,8.7,59.760248058227035,1.4604761726073825,206.07193002230116,1012.940635735312,946.7899282414461,9,272,3,1985,39,6,1,Autumn,Cool,519.9141581065752,300.96314364078677,8812.583530897213,75.68999999999998,3571.287247980828,1.208501622922941,8.7,8.843333333333332,1085.612500997994,7.7,8.7,938.0027934758915
1985-09-30,7.2,7.2,64.708705911684,0.07650197464494017,165.75651141985713,999.6194709946508,998.0960190885328,9,273,3,1985,40,0,0,Autumn,Cool,465.90268256412486,12.680700433875646,7197.260191161486,51.84,4187.216620764809,0.2765899033676757,8.785714285714285,8.803333333333335,1043.4130696650723,8.7,6.6,946.7899282414461
1985-10-01,10.5,10.5,60.452303257485866,1.684362932724262,329.46667499627745,1030.0,799.6294074494016,10,274,4,1985,40,1,0,Autumn,Cool,634.7491842036015,554.9414549316411,10815.0,110.25,3654.480969135036,1.29783008623019,8.62857142857143,8.81,1021.352202506857,7.2,11.6,998.0960190885328
1985-10-02,8.6,8.6,76.99912852913076,5.07082197545743,85.24993606718122,1012.9914440042996,1135.2494726297987,10,275,4,1985,40,2,0,Autumn,Cool,662.1925053505245,432.2872492158035,8711.726418436976,73.96,5928.865794245598,2.251848568500429,7.985714285714286,8.833333333333334,1047.8799305289813,10.5,13.1,799.6294074494016
1985-10-03,7.2,7.2,40.75534087345118,6.910407474595393,37.202723362992614,1021.2460729192203,1045.1629188254722,10,276,4,1985,40,3,0,Autumn,Cool,293.4384542888485,257.08597760292884,7352.971725018387,51.84,1660.9978097112005,2.628765389797156,8.057142857142857,8.79,1021.611616555615,8.6,6.7,1135.2494726297987
1985-10-04,11.4,11.4,49.194763712804686,1.5554619601547766,237.4046529565596,1003.425131417554,808.7973109706106,10,277,4,1985,40,4,0,Autumn,Cool,560.8203063259734,369.27390683767464,11439.046498160116,129.96,2420.1247767586847,1.2471816067256511,8.757142857142856,8.906666666666666,953.1039786687363,7.2,6.5,1045.1629188254722
1985-10-05,16.2,16.2,48.9829561763121,1.2257344368443632,130.66186525048212,1020.1173436799982,996.6355384606718,10,278,4,1985,40,5,1,Autumn,Moderate,793.523890056256,160.15674781983378,16525.90096761597,262.44,2399.3299957705117,1.107128916090788,9.971428571428572,9.18,961.4800850951334,11.4,7.7,808.7973109706106
1985-10-06,6.1,6.1,79.25461387960364,5.801465893154947,138.61244603886635,1020.9659430272294,1219.5369405252386,10,279,4,1985,40,6,1,Autumn,Cool,483.45314466558216,804.1553780612636,6227.892252466099,37.209999999999994,6281.293821205062,2.4086232360323496,9.6,9.056666666666667,1000.443943992818,16.2,8.7,996.6355384606718
1985-10-07,9.6,9.6,90.65920058872888,2.2393235577695445,83.4967260842065,1022.408692382733,1148.5519217275248,10,280,4,1985,41,0,0,Autumn,Cool,870.3283256517972,186.97618571699442,9815.123446874237,92.16,8219.090651387378,1.4964369541579574,9.942857142857141,9.153333333333334,1021.9376443698169,6.1,7.2,1219.5369405252386
1985-10-08,11.1,11.1,63.433261721937924,0.13420206615255953,375.33649230471076,1030.0,970.7141342018992,10,281,4,1985,41,1,0,Autumn,Cool,704.1092051135109,50.370932769746446,11433.0,123.21,4023.7786926838753,0.36633600171503694,10.028571428571428,9.363333333333333,1046.3783196201737,9.6,10.5,1148.5519217275248
1985-10-09,13.6,13.6,62.46767415214984,1.2536913450479998,38.8567209600693,1007.4176306641585,1071.1363860642286,10,282,4,1985,41,2,0,Autumn,Cool,849.5603684692378,48.714334764584095,13700.879777032556,184.95999999999998,3902.2103139791693,1.1196835914882382,10.742857142857144,9.486666666666668,1037.2193072536636,11.1,8.6,970.7141342018992
1985-10-10,10.7,10.7,66.05078244669772,0.5495185807953071,254.52378881377166,1011.1335206225841,941.1840789290297,10,283,4,1985,41,3,0,Autumn,Cool,706.7433721796656,139.86555120758828,10819.12867066165,114.48999999999998,4362.705861820992,0.7412952048916188,11.242857142857142,9.416666666666666,1022.3651872684576,13.6,7.2,1071.1363860642286
1985-10-11,14.7,14.7,82.42817453912286,1.2690182715229748,167.51352505689258,1004.5475099634293,1074.66549551503,10,284,4,1985,41,4,0,Autumn,Cool,1211.6941657251061,212.57772402441833,14766.84839646241,216.08999999999997,6794.403957852102,1.1265071111728389,11.714285714285712,9.543333333333331,1060.3463564890887,10.7,11.4,941.1840789290297
1985-10-12,11.6,11.6,51.089702987141386,1.2156482199390277,459.5413411539635,1012.0377177151681,793.7824840738023,10,285,4,1985,41,5,1,Autumn,Cool,592.64055465084,558.6406133622093,11739.63752549595,134.56,2610.1577513143234,1.1025643835799466,11.057142857142859,9.54,1031.3673487195363,14.7,16.2,1074.66549551503
1985-10-13,7.3,7.3,68.57553474102178,1.7452406493822368,330.4639846967124,1019.6411685374445,1167.2389558818136,10,286,4,1985,41,6,1,Autumn,Cool,500.601403609459,576.7391792495318,7443.380530323345,53.29,4702.603965017086,1.321075565356591,11.228571428571428,9.393333333333334,1023.8962080561897,11.6,6.1,793.7824840738023
1985-10-14,8.0,8.0,79.62796444673644,0.8825073654753502,64.75252842272722,1019.1023600600466,1212.5921832855336,10,287,4,1985,42,0,0,Autumn,Cool,637.0237155738915,57.14458326620874,8152.818880480373,64.0,6340.612721930723,0.9394186316415862,11.0,9.293333333333333,1033.044816850191,7.3,9.6,1167.2389558818136
1985-10-15,9.6,9.6,72.51641254909768,0.3589004447401423,270.40766803337476,1029.4075225827276,967.6106854194827,10,288,4,1985,42,1,0,Autumn,Cool,696.1575604713377,97.04943231832297,9882.312216794184,92.16,5258.630088990932,0.5990830032141976,10.785714285714286,9.34,1032.6014670241314,8.0,11.1,1212.5921832855336
1985-10-16,16.0,16.0,67.84372424898115,1.4012277122233243,232.53033284060695,1017.9019714184628,1000.019039948158,10,289,4,1985,42,2,0,Autumn,Moderate,1085.4995879836983,325.8279463087718,16286.431542695405,256.0,4602.770919971793,1.1837346460348808,11.128571428571428,9.623333333333333,1022.4418461504071,9.6,13.6,967.6106854194827
1985-10-17,15.1,15.1,80.01569138850712,3.5463019839466488,158.26978124984112,1013.0056185546921,1038.6025373089592,10,290,4,1985,42,3,0,Autumn,Moderate,1208.2369399664576,561.2724392451137,15296.38484017585,228.01,6402.510868380813,1.8831627608750787,11.757142857142856,9.946666666666665,1036.3587687761114,16.0,10.7,1000.019039948158
1985-10-18,12.8,12.8,30.0,2.181361025479033,255.8609641039012,1002.0825057077567,734.0368371068552,10,291,4,1985,42,4,0,Autumn,Cool,384.0,558.1251350377399,12826.656073059286,163.84000000000003,900.0,1.4769431354927085,11.485714285714286,10.133333333333333,987.6975318606579,15.1,14.7,1038.6025373089592
1985-10-19,6.2,6.2,75.16812979296361,0.826091132412211,99.37412503056716,1021.6632036482376,1273.6579344806942,10,292,4,1985,42,5,1,Autumn,Cool,466.0424047163744,82.09208347897386,6334.3118626190735,38.440000000000005,5650.247736571824,0.9088955563826963,10.714285714285714,10.016666666666667,1056.2511676330707,12.8,11.6,734.0368371068552
1985-10-20,7.1,7.1,55.188864753088644,5.48289412179431,180.33132054984554,1011.4350360942831,943.2535641250498,10,293,4,1985,42,6,1,Autumn,Cool,391.84093974692934,988.7375374181536,7181.188756269409,50.41,3045.81079273471,2.341558054329277,10.685714285714285,9.973333333333333,1024.253254524962,6.2,7.3,1273.6579344806942
1985-10-21,8.4,8.4,37.54050654715314,4.86556002993148,169.78168141374837,1021.8904177173437,915.0058804660042,10,294,4,1985,43,0,0,Autumn,Cool,315.3402549960864,826.0829629012945,8583.879508825687,70.56,1409.289631816848,2.205801448438068,10.742857142857144,9.953333333333335,981.7409255507433,7.1,8.0,943.2535641250498
1985-10-22,10.0,10.0,72.66803899287471,0.46979572516890744,87.32917041650639,1008.7522836588317,1038.524410439029,10,295,4,1985,43,1,0,Autumn,Cool,726.6803899287471,41.02687094422171,10087.522836588318,100.0,5280.64389106996,0.6854164611160921,10.8,9.996666666666666,991.8714576963929,8.4,9.6,915.0058804660042
1985-10-23,12.7,12.7,85.60487817744436,0.08043099262238677,130.9088877940032,1025.0070775118368,1120.326390975852,10,296,4,1985,43,2,0,Autumn,Cool,1087.1819528535434,10.529131788364328,13017.589884400326,161.29,7328.19516777509,0.28360358358523396,10.328571428571431,10.2,1009.0582221289205,10.0,16.0,1038.524410439029
1985-10-24,10.0,10.0,62.93827228058462,2.7042397046466826,113.80125895095307,1016.8631696795849,968.5658181256134,10,297,4,1985,43,3,0,Autumn,Cool,629.3827228058462,307.745882893946,10168.631696795848,100.0,3961.2261176650063,1.644457267503988,9.6,10.146666666666667,999.0529765312996,12.7,15.1,1120.326390975852
1985-10-25,10.2,10.2,79.29311820804408,3.515994886221401,221.89293984915918,1022.9225212575531,1018.2441551336452,10,298,4,1985,43,4,0,Autumn,Cool,808.7898057220496,780.1744417982767,10433.80971682704,104.03999999999999,6287.398595154851,1.8750986337314102,9.228571428571428,10.05,1039.6540219636984,10.0,12.8,968.5658181256134
1985-10-26,6.5,6.5,89.18417386982968,6.875591986425547,390.1748196725039,1016.8581270320864,1127.8162899712897,10,299,4,1985,43,5,1,Autumn,Cool,579.6971301538929,2682.6828634453004,6609.577825708561,42.25,7953.816868844011,2.6221350053774017,9.271428571428572,10.043333333333331,1018.8195013194976,10.2,6.2,1018.2441551336452
1985-10-27,9.2,9.2,84.72371680376071,4.411577383388659,52.06010426499466,1003.7466362856147,1123.5007547900802,10,300,4,1985,43,6,1,Autumn,Cool,779.4581945945985,229.66717855230593,9234.469053827655,84.63999999999999,7178.1081890438445,2.100375533895941,9.571428571428571,10.133333333333331,1044.5690999859305,6.5,7.1,1127.8162899712897
1985-10-28,11.9,11.9,89.59946794057089,1.8352570937314852,226.745447215327,1009.3462256414334,1116.7052524164226,10,301,4,1985,44,0,0,Autumn,Cool,1066.2336684927936,416.1361904732469,12011.220085133058,141.61,8028.064655233391,1.3547166101186938,10.071428571428571,10.273333333333333,1073.3832959788474,9.2,8.4,1123.5007547900802
1985-10-29,14.7,14.7,76.13191236607838,1.510267901010726,110.41991519059404,1000.1958419658341,1072.5469991361467,10,302,4,1985,44,1,0,Autumn,Cool,1119.139111781352,166.76365354468084,14702.878876897761,216.08999999999997,5796.068080516238,1.228929575285226,10.742857142857142,10.473333333333333,1078.2436657927215,11.9,10.0,1116.7052524164226
1985-10-30,11.4,11.4,66.13150458352389,0.05647192076647223,316.48784696339266,1014.8464585699326,921.8867955849151,10,303,4,1985,44,2,0,Autumn,Cool,753.8991522521724,17.872676617268098,11569.249627697232,129.96,4373.375898480642,0.23763821402811508,10.557142857142859,10.613333333333333,1049.8951521654446,14.7,12.7,1072.5469991361467
1985-10-31,6.8,6.8,40.97051282154247,0.5664678186813674,224.78238590410191,998.3736604710098,915.7752193152872,10,304,4,1985,44,3,0,Autumn,Cool,278.5994871864888,127.33198782108997,6788.940891202867,46.239999999999995,1678.582920860176,0.7526405640685117,10.1,10.49,1042.353638049684,11.4,10.0,921.8867955849151
1985-11-01,7.4,7.4,61.30906267805077,1.2309459421440556,40.291322750483154,1015.9387621185015,1188.9941242764664,11,305,4,1985,44,4,0,Autumn,Cool,453.68706381757573,49.596440243323705,7517.946839676912,54.760000000000005,3758.801166461158,1.1094800323322884,9.7,10.45,1066.7464907843728,6.8,10.2,915.7752193152872
1985-11-02,11.2,11.2,52.35130107025712,1.9804338261710686,192.12629442164769,990.0,834.1437412828404,11,306,4,1985,44,5,1,Autumn,Cool,586.3345719868797,380.49341236953296,11088.0,125.43999999999998,2740.6587237487047,1.4072788729214507,10.37142857142857,10.583333333333334,1024.7932695431657,7.4,6.5,1188.9941242764664
1985-11-03,9.2,9.2,95.0,1.6295082861616241,151.89464607935668,1021.0993301511677,1180.4189999843074,11,307,4,1985,44,6,1,Autumn,Cool,873.9999999999999,247.51358440989895,9394.113837390742,84.63999999999999,9025.0,1.2765219489541197,10.37142857142857,10.51,1032.9244474280551,11.2,9.2,834.1437412828404
1985-11-04,12.6,12.6,62.36171281351495,2.7145276272980667,57.47710283327587,1001.9633072903281,917.9170979123026,11,308,4,1985,45,0,0,Autumn,Cool,785.7575814502883,156.02318357797935,12624.737671858133,158.76,3888.9832250353147,1.6475823582747136,10.471428571428572,10.390000000000002,1004.5261396417524,9.2,11.9,1180.4189999843074
1985-11-05,16.0,16.0,66.84807210176729,0.6563608245050874,111.6036743163718,1003.4608385800408,1023.4751330811115,11,309,4,1985,45,1,0,Autumn,Moderate,1069.5691536282766,73.25227969209104,16055.373417280653,256.0,4468.664743723078,0.8101609867829278,10.657142857142857,10.72,997.5158730624615,12.6,14.7,917.9170979123026
1985-11-06,17.1,17.1,73.27228064060701,1.6646006118049965,185.8758866379082,1026.718725864957,1163.8841927684125,11,310,4,1985,45,2,0,Autumn,Moderate,1252.95599895438,309.4091146172582,17556.890212290764,292.41,5368.827110275873,1.290194020992578,11.471428571428572,10.969999999999999,1032.0869298029613,16.0,11.4,1023.4751330811115
1985-11-07,15.3,15.3,65.65403669558681,0.18454253940486373,114.28729972555564,1016.1978354055967,1000.3624474429973,11,311,4,1985,45,3,0,Autumn,Moderate,1004.5067614424783,21.090868513078824,15547.82688170563,234.09000000000003,4310.45253442546,0.4295841470595298,12.685714285714285,11.110000000000001,1044.170819535491,17.1,6.8,1163.8841927684125
1985-11-08,13.3,13.3,90.4257656064613,1.0677297467383546,341.6069354712648,1021.4633521799589,1068.7048840978491,11,312,4,1985,45,4,0,Autumn,Cool,1202.6626825659353,364.743886694799,13585.462583993454,176.89000000000001,8176.819085514679,1.033310092246444,13.528571428571427,11.1,1026.9866423671174,15.3,7.4,1000.3624474429973
1985-11-09,15.4,15.4,55.66025957398322,2.77387579993001,150.8433735353552,1002.9466509414025,967.3271090451608,11,313,4,1985,45,5,1,Autumn,Moderate,857.1679974393415,418.4207834295247,15445.378424497598,237.16000000000003,3098.0644958431903,1.6654956619367132,14.12857142857143,11.256666666666666,1046.0128377617345,13.3,11.2,1068.7048840978491
1985-11-10,13.2,13.2,67.91911182855864,2.3644281921484147,105.16194830889923,1022.6189589869024,1006.459366017507,11,314,4,1985,45,6,1,Autumn,Cool,896.532276136974,248.64787532281562,13498.57025862711,174.23999999999998,4613.005751580255,1.5376697279157234,14.700000000000001,11.206666666666667,1021.161461480763,15.4,9.2,967.3271090451608
1985-11-11,14.4,14.4,53.86294121452927,9.343204928369175,193.58842669444365,1011.6253623026099,705.0797103630886,11,315,4,1985,46,0,0,Autumn,Cool,775.6263534892215,1808.7363423667607,14567.405217157582,207.36,2901.216436279836,3.0566656553128566,14.957142857142856,11.3,990.7561204023038,13.2,12.6,1006.459366017507
1985-11-12,14.0,14.0,45.19966233168941,0.6511587128538595,212.28266461232445,1014.1762398407484,900.4734465684097,11,316,4,1985,46,1,0,Autumn,Cool,632.7952726436517,138.22970665014876,14198.467357770478,196.0,2043.0094748987426,0.8069440580696158,14.671428571428569,11.523333333333333,973.1844509004893,14.4,16.0,705.0797103630886
1985-11-13,15.5,15.5,55.82346363642072,1.3790646407894447,318.47599423742315,1027.902968916693,889.860186309024,11,317,4,1985,46,2,0,Autumn,Moderate,865.2636863645212,439.1989825930932,15932.496018208742,240.25,3116.2590923667863,1.1743358296456106,14.442857142857141,11.773333333333333,934.0381642634338,14.0,17.1,900.4734465684097
1985-11-14,21.0,21.0,64.44444804427383,0.7995538742621934,175.00521308449902,1001.371046837522,969.0328977240777,11,318,4,1985,46,3,0,Autumn,Moderate,1353.3334089297505,139.9260961377919,21028.791983587962,441.0,4153.086883731109,0.8941777643523648,15.257142857142858,12.153333333333334,929.562514303588,15.5,15.3,889.860186309024
1985-11-15,10.0,10.0,58.5604666322411,1.161792130028278,206.05363333600502,1022.1303598464626,949.163094811581,11,319,4,1985,46,4,0,Autumn,Cool,585.604666322411,239.3914895735031,10221.303598464627,100.0,3429.3282521858237,1.0778646158160485,14.785714285714286,11.953333333333335,912.4851158341213,21.0,13.3,969.0328977240777
1985-11-16,9.6,9.6,54.61368530189216,3.889123934693071,266.1616323466054,1016.8541017693204,936.794742660914,11,320,4,1985,46,5,1,Autumn,Cool,524.2913788981647,1035.1355748561607,9761.799376985477,92.16,2982.654622254112,1.9720861884545187,13.957142857142857,11.77,908.1233492078002,10.0,15.4,949.163094811581
1985-11-17,12.0,12.0,43.90523804492249,2.305349829424969,87.13812168372642,1010.8690959806634,893.7656617657287,11,321,4,1985,46,6,1,Autumn,Cool,526.8628565390699,200.8838539599909,12130.42915176796,144.0,1927.6699277813093,1.5183378508833167,13.785714285714286,11.743333333333332,892.0242486004034,9.6,13.2,936.794742660914
1985-11-18,12.2,12.2,63.75341641056958,4.281633142872678,305.1254139913921,1002.0586460079629,960.0495558872724,11,322,4,1985,47,0,0,Autumn,Cool,777.7916802089488,1306.4350852782914,12225.115481297147,148.83999999999997,4064.4981040194825,2.069210753614208,13.471428571428572,11.943333333333333,928.4485122467153,12.0,14.4,893.7656617657287
1985-11-19,11.3,11.3,42.42919438953497,0.4550841923195553,59.07077444979861,1010.7568153510946,958.4758364175103,11,323,4,1985,47,1,0,Autumn,Cool,479.4498966017452,26.882175680177227,11421.55201346737,127.69000000000001,1800.2365365449457,0.674599282774267,13.085714285714287,12.083333333333334,936.734567939444,12.2,14.0,960.0495558872724
1985-11-20,13.2,13.2,76.40083945534404,4.132831380741243,184.26608666268044,1004.8164753791493,1032.750055624596,11,324,4,1985,47,2,0,Autumn,Cool,1008.4910808105412,761.5406653659112,13263.577475004771,174.23999999999998,5837.088269481254,2.0329366396278177,12.757142857142856,12.243333333333334,957.1474064130971,11.3,15.5,958.4758364175103
1985-11-21,10.5,10.5,66.23659629401755,0.12324507176324896,186.7094410137389,1024.8685379050487,1010.6613628100503,11,325,4,1985,47,3,0,Autumn,Cool,695.4842610871842,23.01101845661435,10761.119648003012,110.25,4387.2866886166585,0.35106277467605274,11.257142857142858,12.26,963.0943299968075,13.2,21.0,1032.750055624596
1985-11-22,10.1,10.1,43.13672750802604,4.389242984476584,183.32602044796852,1013.9175832675552,847.5056392822544,11,326,4,1985,47,4,0,Autumn,Cool,435.680947831063,804.6624491232566,10240.567591002307,102.00999999999999,1860.7772601016907,2.0950520242887967,11.271428571428572,12.173333333333334,948.5718363497608,10.5,10.0,1010.6613628100503
1985-11-23,8.8,8.8,60.36186384425205,0.7981922050856397,54.22929116246754,1006.230297089387,978.6915730455925,11,327,4,1985,47,5,1,Autumn,Cool,531.1844018294181,43.28539749320116,8854.826614386606,77.44000000000001,3643.5546067520227,0.8934160313569707,11.157142857142857,12.133333333333333,954.5570978332863,10.1,9.6,847.5056392822544
1985-11-24,13.7,13.7,53.71765391614125,0.7554692536605245,7.881271002354641,998.6239746388844,949.4916274433377,11,328,4,1985,47,6,1,Autumn,Cool,735.9318586511351,5.954057922045195,13681.148452552716,187.68999999999997,2885.5863422543257,0.8691773430437109,11.4,12.25,962.5179500729447,8.8,12.0,978.6915730455925
1985-11-25,16.2,16.2,69.78761765628771,1.4352427984645315,134.36540094965005,1008.3695373997494,1062.0247327667364,11,329,4,1985,48,0,0,Autumn,Moderate,1130.5594060318608,192.84697407578457,16335.586505875941,262.44,4870.3115781402,1.1980161929058102,11.971428571428572,12.573333333333332,977.0858324842968,13.7,12.2,949.4916274433377
1985-11-26,16.0,16.0,85.10675669034717,5.649961036511827,217.07696756665618,1025.3623512392653,1031.8766765795776,11,330,4,1985,48,1,0,Autumn,Moderate,1361.7081070455547,1226.4764086757489,16405.797619828245,256.0,7243.160034349952,2.3769646687554755,12.642857142857142,12.8,987.5716667931637,16.2,11.3,1062.0247327667364
1985-11-27,14.0,14.0,36.872412955313834,0.0979212232204948,427.1078606398116,1014.1143233272431,665.8136536093823,11,331,4,1985,48,2,0,Autumn,Cool,516.2137813743936,41.822924160938975,14197.600526581404,196.0,1359.5748371471955,0.31292366995881726,12.757142857142856,12.87,935.1521807909902,16.0,13.2,1031.8766765795776
1985-11-28,13.7,13.7,66.72539118721126,0.8684421783623624,219.35927386295307,1011.198088103361,927.4486446864735,11,332,4,1985,48,3,0,Autumn,Cool,914.1378592647942,190.50084563752898,13853.413807016044,187.68999999999997,4452.27782908637,0.9319024510979474,13.214285714285714,12.836666666666668,923.2646496304793,14.0,10.5,665.8136536093823
1985-11-29,12.5,12.5,62.59800806650039,3.8838440659122004,58.094492714325256,1029.9868815378359,994.4639929226032,11,333,4,1985,48,4,0,Autumn,Cool,782.4751008312548,225.62995079071172,12874.836019222948,156.25,3918.510613893648,1.9707470831926153,13.557142857142859,12.873333333333335,944.2587001505291,13.7,10.1,927.4486446864735
1985-11-30,12.8,12.8,75.07010114675698,1.00854255908933,140.39406499718868,1008.8545388571222,1034.830977649537,11,334,4,1985,48,5,1,Autumn,Cool,960.8972946784894,141.5933895932184,12913.338097371165,163.84000000000003,5635.520086184324,1.0042621963856502,14.12857142857143,13.073333333333332,952.2786150939498,12.5,8.8,994.4639929226032
